TrainID,priority,TrainType,StationOrder,halt_time_minutes,distance_travelled_km,distance_remaining_km,speed_kmph,hour_of_day,is_peak_hour,DayOfWeek,is_weekend,temperature_c,rainfall_intensity_mmh,visibility_km,weather_risk_score,Weather,trains_in_section,preceding_delay_minutes,target_delay_minutes,target_congestion_level
TR010,2,Superfast,6,,950.0,265.0,124.13222977800461,10,1,Friday,0,28.0,0.0,9.0,25,Cloudy,3,10.7,15.0,MEDIUM
TR010,2,Superfast,7,,1215.0,10.0,125.22462526236114,12,0,Friday,0,27.0,0.0,9.0,25,Cloudy,2,13.1,20.0,MEDIUM
TR011,2,Superfast,1,,0.0,150.0,132.29098630342972,15,0,Saturday,1,17.0,0.0,9.0,10,Clear,2,0.0,0.0,LOW
TR011,2,Superfast,2,,150.0,10.0,126.47673027816491,12,0,Saturday,1,16.0,0.0,9.0,10,Clear,3,1.0,3.0,LOW
TR012,2,Superfast,1,,0.0,449.0,113.23622302078887,22,0,Sunday,1,11.0,0.0,1.5,65,Foggy,2,0.2,0.0,LOW
TR012,2,Superfast,2,,449.0,10.0,111.0640591169965,12,0,Monday,0,8.0,0.0,1.5,65,Foggy,3,12.8,20.0,MEDIUM
TR013,2,Superfast,1,,0.0,280.0,124.77652228598443,23,0,Monday,0,28.0,0.0,9.0,10,Clear,2,0.0,0.0,LOW
TR013,2,Superfast,2,,280.0,10.0,132.31314249224098,12,0,Tuesday,0,26.0,0.0,9.0,10,Clear,3,5.0,10.0,LOW
TR014,2,Superfast,1,,0.0,765.0,125.01492419696547,11,0,Tuesday,0,18.0,0.0,9.0,10,Clear,2,0.5,0.0,LOW
TR014,2,Superfast,2,,150.0,615.0,133.11160031160327,13,0,Tuesday,0,19.0,0.0,9.0,10,Clear,3,1.1,3.0,LOW
TR014,2,Superfast,3,,330.0,435.0,129.60692784891378,16,0,Tuesday,0,17.0,0.0,9.0,10,Clear,1,4.9,10.0,LOW
TR014,2,Superfast,4,,765.0,10.0,107.64038326523516,12,0,Wednesday,0,10.0,0.0,1.5,65,Foggy,2,11.5,15.0,LOW
TR015,3,Express,1,,0.0,495.0,103.2804594459182,17,1,Thursday,0,16.0,0.0,9.0,10,Clear,4,0.0,0.0,LOW
TR015,3,Express,2,,150.0,345.0,107.63199201880313,19,1,Thursday,0,15.0,0.0,9.0,10,Clear,5,6.7,8.0,LOW
TR015,3,Express,3,,225.0,270.0,103.44406616306946,20,1,Thursday,0,14.0,0.0,9.0,10,Clear,3,4.3,10.0,LOW
TR015,3,Express,4,,300.0,195.0,102.81216731674155,21,1,Thursday,0,13.0,0.0,9.0,10,Clear,4,6.4,8.0,LOW
TR015,3,Express,5,,405.0,90.0,102.870548868494,12,0,Thursday,0,13.0,0.0,9.0,10,Clear,3,3.5,5.0,LOW
TR016,3,Double Decker,1,,0.0,495.0,98.63525169195863,5,0,Friday,0,27.0,0.0,9.0,10,Clear,2,1.0,0.0,LOW
TR016,3,Double Decker,2,,495.0,10.0,103.76434920391019,12,0,Friday,0,29.0,0.0,9.0,10,Clear,3,5.9,12.0,LOW
TR017,3,Express,1,,0.0,308.0,95.20397162430072,15,0,Saturday,1,20.0,0.0,9.0,10,Clear,2,1.9,0.0,LOW
TR017,3,Express,2,,308.0,10.0,100.87973400049313,12,0,Saturday,1,16.0,0.0,9.0,10,Clear,3,5.9,7.0,LOW
TR018,3,Express,1,,0.0,545.0,88.9382131369105,6,1,Sunday,1,10.0,0.0,1.5,65,Foggy,4,2.1,0.0,LOW
TR018,3,Express,2,,185.0,360.0,90.41879689614328,8,1,Sunday,1,9.0,0.0,1.5,65,Foggy,5,8.8,12.0,LOW
TR018,3,Express,3,,545.0,10.0,90.77902773646443,12,0,Sunday,1,8.0,0.0,1.5,65,Foggy,1,9.7,15.0,LOW
TR019,3,Mail,1,,0.0,560.0,102.88766337661967,20,1,Monday,0,22.0,0.0,9.0,10,Clear,4,0.9,0.0,LOW
TR019,3,Mail,2,,560.0,10.0,100.20686331650491,12,0,Tuesday,0,19.0,0.0,9.0,10,Clear,3,12.7,18.0,LOW
TR020,2,Superfast,1,,0.0,685.0,127.21378271231818,22,0,Tuesday,0,25.0,0.0,9.0,10,Clear,2,2.3,0.0,LOW
TR020,2,Superfast,2,,685.0,10.0,126.20479327301365,12,0,Wednesday,0,21.0,0.0,9.0,10,Clear,3,9.5,13.0,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,110.20207221428012,8,1,Monday,0,20.8,0.0,1.5,65,Foggy,3,12.7,19.6,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,115.33744158523683,11,0,Monday,0,23.2,1.5,4.0,40,Light Rain,1,6.1,9.3,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,116.233141810663,14,0,Monday,0,25.6,1.5,4.0,40,Light Rain,1,4.9,7.5,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,112.26335152122236,18,1,Monday,0,28.8,1.5,4.0,40,Light Rain,3,10.1,15.5,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,112.98639006037266,22,0,Monday,0,32.0,1.5,4.0,40,Light Rain,1,9.1,14.0,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,112.64350366662471,8,1,Tuesday,0,20.8,0.0,9.0,10,Clear,3,9.6,14.7,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,117.22600028747827,11,0,Tuesday,0,23.2,0.0,9.0,10,Clear,1,3.6,5.5,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,116.05270085597176,14,0,Tuesday,0,25.6,0.0,9.0,10,Clear,1,5.1,7.9,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,110.29068467260109,18,1,Tuesday,0,28.8,0.0,9.0,10,Clear,3,12.6,19.4,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,117.65738583038446,22,0,Tuesday,0,32.0,0.0,9.0,10,Clear,1,3.0,4.7,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,114.62054028373369,8,1,Wednesday,0,20.8,0.0,9.0,10,Clear,3,7.0,10.8,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,114.66507559926525,11,0,Wednesday,0,23.2,0.0,9.0,10,Clear,1,6.9,10.7,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,116.42592320280481,14,0,Wednesday,0,25.6,0.0,9.0,10,Clear,1,4.6,7.1,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,113.37750327858703,18,1,Wednesday,0,28.8,0.0,9.0,10,Clear,3,8.6,13.2,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,114.84165458436914,22,0,Wednesday,0,32.0,0.0,9.0,10,Clear,1,6.7,10.3,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,110.93732049430099,8,1,Thursday,0,20.8,0.0,1.5,65,Foggy,3,11.8,18.1,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,114.9390313880111,11,0,Thursday,0,23.2,1.5,4.0,40,Light Rain,1,6.6,10.1,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,114.3926008891473,14,0,Thursday,0,25.6,1.5,4.0,40,Light Rain,1,7.3,11.2,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,113.37005602928728,18,1,Thursday,0,28.8,1.5,4.0,40,Light Rain,3,8.6,13.3,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,113.51272098999027,22,0,Thursday,0,32.0,1.5,4.0,40,Light Rain,1,8.4,13.0,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,111.60239609960269,8,1,Friday,0,20.8,0.0,9.0,10,Clear,3,10.9,16.8,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,114.3048958914479,11,0,Friday,0,23.2,0.0,9.0,10,Clear,1,7.4,11.4,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,115.67933200329462,14,0,Friday,0,25.6,0.0,9.0,10,Clear,1,5.6,8.6,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,111.69356857943106,18,1,Friday,0,28.8,0.0,9.0,10,Clear,3,10.8,16.6,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,117.77511775941174,22,0,Friday,0,32.0,0.0,9.0,10,Clear,1,2.9,4.4,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,111.78009729005441,8,1,Saturday,1,20.8,0.0,9.0,10,Clear,3,10.7,16.4,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,116.43573624953788,11,0,Saturday,1,23.2,0.0,9.0,10,Clear,1,4.6,7.1,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,114.89045662562278,14,0,Saturday,1,25.6,0.0,9.0,10,Clear,1,6.6,10.2,MEDIUM
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,111.5567788138987,18,1,Saturday,1,28.8,0.0,9.0,10,Clear,3,11.0,16.9,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,115.11352652227556,22,0,Saturday,1,32.0,0.0,9.0,10,Clear,1,6.4,9.8,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,110.62827071162086,8,1,Sunday,1,20.8,0.0,1.5,65,Foggy,3,12.2,18.7,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,117.2481393099767,11,0,Sunday,1,23.2,1.5,4.0,40,Light Rain,1,3.6,5.5,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,117.51961671609232,14,0,Sunday,1,25.6,1.5,4.0,40,Light Rain,1,3.2,5.0,LOW
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,112.1883120007129,18,1,Sunday,1,28.8,1.5,4.0,40,Light Rain,3,10.2,15.6,HIGH
IR-12423,2,SUPERFAST,1,5.0,45.0,555.0,115.07656913369425,22,0,Sunday,1,32.0,1.5,4.0,40,Light Rain,1,6.4,9.8,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,114.89070425247465,8,1,Monday,0,20.8,0.0,1.5,65,Foggy,3,6.6,10.2,MEDIUM
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,117.13806490619541,11,0,Monday,0,23.2,1.5,4.0,40,Light Rain,1,3.7,5.7,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,116.22376901380252,14,0,Monday,0,25.6,1.5,4.0,40,Light Rain,1,4.9,7.6,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,114.84584092988781,18,1,Monday,0,28.8,1.5,4.0,40,Light Rain,3,6.7,10.3,MEDIUM
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,118.77207535422374,22,0,Monday,0,32.0,1.5,4.0,40,Light Rain,1,1.6,2.5,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,114.45175292162526,8,1,Tuesday,0,20.8,0.0,9.0,10,Clear,3,7.2,11.1,MEDIUM
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,117.48804710298008,11,0,Tuesday,0,23.2,0.0,9.0,10,Clear,1,3.3,5.0,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,118.36016647993144,14,0,Tuesday,0,25.6,0.0,9.0,10,Clear,1,2.1,3.3,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,115.08034813552736,18,1,Tuesday,0,28.8,0.0,9.0,10,Clear,3,6.4,9.8,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,119.08869635752292,22,0,Tuesday,0,32.0,0.0,9.0,10,Clear,1,1.2,1.8,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,115.92926296968461,8,1,Wednesday,0,20.8,0.0,9.0,10,Clear,3,5.3,8.1,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,117.35348029430233,11,0,Wednesday,0,23.2,0.0,9.0,10,Clear,1,3.4,5.3,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,117.24911876086483,14,0,Wednesday,0,25.6,0.0,9.0,10,Clear,1,3.6,5.5,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,115.2721091187168,18,1,Wednesday,0,28.8,0.0,9.0,10,Clear,3,6.1,9.5,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,119.89071115413037,22,0,Wednesday,0,32.0,0.0,9.0,10,Clear,1,0.1,0.2,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,114.72656125969613,8,1,Thursday,0,20.8,0.0,1.5,65,Foggy,3,6.9,10.5,MEDIUM
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,118.41983817853162,11,0,Thursday,0,23.2,1.5,4.0,40,Light Rain,1,2.1,3.2,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,118.01875819477505,14,0,Thursday,0,25.6,1.5,4.0,40,Light Rain,1,2.6,4.0,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,116.04975817677438,18,1,Thursday,0,28.8,1.5,4.0,40,Light Rain,3,5.1,7.9,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,116.67954695172205,22,0,Thursday,0,32.0,1.5,4.0,40,Light Rain,1,4.3,6.6,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,113.20111030202649,8,1,Friday,0,20.8,0.0,9.0,10,Clear,3,8.8,13.6,MEDIUM
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,116.0303394901597,11,0,Friday,0,23.2,0.0,9.0,10,Clear,1,5.2,7.9,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,117.32364312924861,14,0,Friday,0,25.6,0.0,9.0,10,Clear,1,3.5,5.4,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,115.51518073735163,18,1,Friday,0,28.8,0.0,9.0,10,Clear,3,5.8,9.0,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,117.15202960437296,22,0,Friday,0,32.0,0.0,9.0,10,Clear,1,3.7,5.7,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,115.88858679182556,8,1,Saturday,1,20.8,0.0,9.0,10,Clear,3,5.3,8.2,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,117.54339974933703,11,0,Saturday,1,23.2,0.0,9.0,10,Clear,1,3.2,4.9,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,119.80361801156366,14,0,Saturday,1,25.6,0.0,9.0,10,Clear,1,0.3,0.4,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,115.8759292746051,18,1,Saturday,1,28.8,0.0,9.0,10,Clear,3,5.4,8.2,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,119.90998999612553,22,0,Saturday,1,32.0,0.0,9.0,10,Clear,1,0.1,0.2,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,114.67765748968779,8,1,Sunday,1,20.8,0.0,1.5,65,Foggy,3,6.9,10.6,MEDIUM
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,116.5297611110572,11,0,Sunday,1,23.2,1.5,4.0,40,Light Rain,1,4.5,6.9,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,119.6282531290269,14,0,Sunday,1,25.6,1.5,4.0,40,Light Rain,1,0.5,0.7,LOW
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,114.47329111333983,18,1,Sunday,1,28.8,1.5,4.0,40,Light Rain,3,7.2,11.1,MEDIUM
IR-12423,2,SUPERFAST,2,5.0,90.0,510.0,119.62386309270116,22,0,Sunday,1,32.0,1.5,4.0,40,Light Rain,1,0.5,0.8,LOW
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,112.4530297870636,8,1,Monday,0,20.8,0.0,1.5,65,Foggy,3,9.8,15.1,HIGH
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,115.18786739471074,11,0,Monday,0,23.2,1.5,4.0,40,Light Rain,1,6.3,9.6,LOW
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,115.65832606284008,14,0,Monday,0,25.6,1.5,4.0,40,Light Rain,1,5.6,8.7,LOW
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,114.0026819061138,18,1,Monday,0,28.8,1.5,4.0,40,Light Rain,3,7.8,12.0,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,116.5677163380651,22,0,Monday,0,32.0,1.5,4.0,40,Light Rain,1,4.5,6.9,LOW
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,110.00874964318548,8,1,Tuesday,0,20.8,0.0,9.0,10,Clear,3,13.0,20.0,HIGH
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,115.30179956375773,11,0,Tuesday,0,23.2,0.0,9.0,10,Clear,1,6.1,9.4,LOW
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,115.93776994531213,14,0,Tuesday,0,25.6,0.0,9.0,10,Clear,1,5.3,8.1,LOW
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,111.40199570575803,18,1,Tuesday,0,28.8,0.0,9.0,10,Clear,3,11.2,17.2,HIGH
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,112.61678101986648,22,0,Tuesday,0,32.0,0.0,9.0,10,Clear,1,9.6,14.8,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,112.74922245353137,8,1,Wednesday,0,20.8,0.0,9.0,10,Clear,3,9.4,14.5,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,115.91888628062065,11,0,Wednesday,0,23.2,0.0,9.0,10,Clear,1,5.3,8.2,LOW
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,111.85603099141586,14,0,Wednesday,0,25.6,0.0,9.0,10,Clear,1,10.6,16.3,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,113.26671029416629,18,1,Wednesday,0,28.8,0.0,9.0,10,Clear,3,8.8,13.5,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,114.39320450368238,22,0,Wednesday,0,32.0,0.0,9.0,10,Clear,1,7.3,11.2,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,109.1261017460406,8,1,Thursday,0,20.8,0.0,1.5,65,Foggy,3,14.1,21.7,HIGH
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,114.13216011362131,11,0,Thursday,0,23.2,1.5,4.0,40,Light Rain,1,7.6,11.7,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,113.86522899431296,14,0,Thursday,0,25.6,1.5,4.0,40,Light Rain,1,8.0,12.3,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,111.33119850697037,18,1,Thursday,0,28.8,1.5,4.0,40,Light Rain,3,11.3,17.3,HIGH
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,114.82762924575252,22,0,Thursday,0,32.0,1.5,4.0,40,Light Rain,1,6.7,10.3,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,112.6440100684801,8,1,Friday,0,20.8,0.0,9.0,10,Clear,3,9.6,14.7,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,114.25687020866364,11,0,Friday,0,23.2,0.0,9.0,10,Clear,1,7.5,11.5,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,113.86415158004951,14,0,Friday,0,25.6,0.0,9.0,10,Clear,1,8.0,12.3,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,109.74152832498835,18,1,Friday,0,28.8,0.0,9.0,10,Clear,3,13.3,20.5,HIGH
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,115.62466992930763,22,0,Friday,0,32.0,0.0,9.0,10,Clear,1,5.7,8.8,LOW
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,112.34877123202124,8,1,Saturday,1,20.8,0.0,9.0,10,Clear,3,9.9,15.3,HIGH
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,114.48731128545208,11,0,Saturday,1,23.2,0.0,9.0,10,Clear,1,7.2,11.0,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,114.13719996587648,14,0,Saturday,1,25.6,0.0,9.0,10,Clear,1,7.6,11.7,MEDIUM
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,110.19995534669756,18,1,Saturday,1,28.8,0.0,9.0,10,Clear,3,12.7,19.6,HIGH
IR-12423,2,SUPERFAST,3,5.0,135.0,465.0,116.57859648817202,22,0,Saturday,1,32.0,0.0,9.0,10,Clear,1,4.4,6.8,LOW
